event_id,split,reference_theta_deg,reference_phi_deg,reference_energy_eev,selected_stations,zenith_bin,multiplicity_bin,energy_bin,stratum
101774387100,train,13.29,240.72,4.24,6.0,0-15,6-7,q2,0-15|6-7|q2
101788377700,train,15.63,197.46,7.414,6.0,15-30,6-7,q3,15-30|6-7|q3
101902954600,train,37.78,34.44,3.856,6.0,30-45,6-7,q2,30-45|6-7|q2
101907507400,train,35.88,229.4,29.448,12.0,30-45,12+,q4,30-45|12+|q4
101935925600,test,28.62,257.83,8.516,8.0,15-30,8-11,q4,15-30|8-11|q4
102170680300,train,58.46,268.5,18.209,13.0,45-60,12+,q4,45-60|12+|q4
102217813900,test,6.82,108.85,11.965,7.0,0-15,6-7,q4,0-15|6-7|q4
102248092300,train,39.01,163.62,9.414,7.0,30-45,6-7,q4,30-45|6-7|q4
102274028401,train,26.9,107.33,5.746,6.0,15-30,6-7,q3,15-30|6-7|q3
102366166000,train,25.56,282.57,7.439,6.0,15-30,6-7,q3,15-30|6-7|q3
102444187700,train,59.34,51.56,14.198,13.0,45-60,12+,q4,45-60|12+|q4
102478457000,train,15.6,358.45,11.471,6.0,15-30,6-7,q4,15-30|6-7|q4
102490749700,validation,43.02,174.4,2.675,6.0,30-45,6-7,q1,30-45|6-7|q1
102502182200,validation,53.16,280.81,3.686,8.0,45-60,8-11,q2,45-60|8-11|q2
102511179300,train,37.72,52.72,21.873,9.0,30-45,8-11,q4,30-45|8-11|q4
102534865300,train,56.39,156.28,3.979,7.0,45-60,6-7,q2,45-60|6-7|q2
102670275000,train,35.59,251.26,4.395,8.0,30-45,8-11,q2,30-45|8-11|q2
102681828900,train,38.61,185.98,4.726,7.0,30-45,6-7,q3,30-45|6-7|q3
102717759300,test,50.07,353.72,5.991,9.0,45-60,8-11,q3,45-60|8-11|q3
102724637500,train,52.67,107.8,6.987,8.0,45-60,8-11,q3,45-60|8-11|q3
102742214700,validation,43.75,209.76,7.504,9.0,30-45,8-11,q3,30-45|8-11|q3
102747039500,validation,41.88,94.45,3.018,6.0,30-45,6-7,q1,30-45|6-7|q1
102815924300,validation,33.3,315.5,20.187,8.0,30-45,8-11,q4,30-45|8-11|q4
102844945800,train,58.87,280.09,3.068,9.0,45-60,8-11,q1,45-60|8-11|q1
102916246800,train,31.41,331.36,5.482,6.0,30-45,6-7,q3,30-45|6-7|q3
102973359900,train,10.48,88.25,6.459,7.0,0-15,6-7,q3,0-15|6-7|q3
102984656900,train,6.15,333.52,5.158,6.0,0-15,6-7,q3,0-15|6-7|q3
102992034200,train,40.41,220.67,41.438,14.0,30-45,12+,q4,30-45|12+|q4
103050916700,test,46.85,54.21,10.164,8.0,45-60,8-11,q4,45-60|8-11|q4
103063717100,test,38.39,29.07,35.043,13.0,30-45,12+,q4,30-45|12+|q4
103067556200,train,55.31,303.58,4.186,9.0,45-60,8-11,q2,45-60|8-11|q2
103075687000,test,42.73,312.47,13.624,9.0,30-45,8-11,q4,30-45|8-11|q4
103120065800,train,26.86,79.29,14.103,8.0,15-30,8-11,q4,15-30|8-11|q4
103252470701,train,36.14,138.45,2.721,6.0,30-45,6-7,q1,30-45|6-7|q1
103293978700,train,41.96,291.15,4.078,8.0,30-45,8-11,q2,30-45|8-11|q2
103440817100,train,47.71,189.82,5.158,8.0,45-60,8-11,q3,45-60|8-11|q3
103443732800,train,23.56,199.79,7.553,7.0,15-30,6-7,q3,15-30|6-7|q3
103446217100,validation,4.64,262.43,2.524,6.0,0-15,6-7,q1,0-15|6-7|q1
103534886901,test,39.33,355.82,30.43,12.0,30-45,12+,q4,30-45|12+|q4
103545570600,train,53.8,105.84,8.604,12.0,45-60,12+,q4,45-60|12+|q4
103648222300,train,22.41,177.06,69.14,14.0,15-30,12+,q4,15-30|12+|q4
110026242300,validation,46.5,192.69,7.67,7.0,45-60,6-7,q4,45-60|6-7|q4
110044130000,validation,59.28,232.26,4.734,11.0,45-60,8-11,q3,45-60|8-11|q3
110151990400,train,10.61,276.74,5.839,6.0,0-15,6-7,q3,0-15|6-7|q3
110160364800,test,57.09,8.2,4.818,8.0,45-60,8-11,q3,45-60|8-11|q3
110178244300,train,18.9,66.16,5.453,7.0,15-30,6-7,q3,15-30|6-7|q3
110220049700,train,37.62,108.98,4.944,6.0,30-45,6-7,q3,30-45|6-7|q3
110266561800,validation,25.03,91.01,104.599,14.0,15-30,12+,q4,15-30|12+|q4
110267725200,test,27.57,316.79,9.264,8.0,15-30,8-11,q4,15-30|8-11|q4
110321999300,train,27.71,192.35,3.324,6.0,15-30,6-7,q1,15-30|6-7|q1
110324774200,train,51.3,209.44,2.588,8.0,45-60,8-11,q1,45-60|8-11|q1
110327827600,test,47.89,82.68,9.723,7.0,45-60,6-7,q4,45-60|6-7|q4
110353885700,test,36.04,98.02,24.525,11.0,30-45,8-11,q4,30-45|8-11|q4
110367723600,train,46.3,359.8,8.3,7.0,45-60,6-7,q4,45-60|6-7|q4
110417366300,train,7.11,163.59,3.587,6.0,0-15,6-7,q2,0-15|6-7|q2
110435757700,train,31.14,85.61,6.652,9.0,30-45,8-11,q3,30-45|8-11|q3
110524762200,validation,28.12,326.25,3.271,6.0,15-30,6-7,q1,15-30|6-7|q1
110556905300,test,47.4,57.73,4.423,6.0,45-60,6-7,q2,45-60|6-7|q2
110685473200,train,57.96,30.49,6.179,12.0,45-60,12+,q3,45-60|12+|q3
110772615301,train,11.42,15.83,4.089,7.0,0-15,6-7,q2,0-15|6-7|q2
110773742900,test,31.09,192.65,3.373,6.0,30-45,6-7,q2,30-45|6-7|q2
110791856400,train,26.96,201.8,19.428,8.0,15-30,8-11,q4,15-30|8-11|q4
110868390800,train,20.99,153.38,5.329,6.0,15-30,6-7,q3,15-30|6-7|q3
110873827400,train,28.07,222.05,5.796,7.0,15-30,6-7,q3,15-30|6-7|q3
110906057700,train,57.49,275.81,4.886,9.0,45-60,8-11,q3,45-60|8-11|q3
110942267400,train,52.5,241.51,3.299,7.0,45-60,6-7,q1,45-60|6-7|q1
111025321500,train,50.54,107.63,8.193,7.0,45-60,6-7,q4,45-60|6-7|q4
111026000400,train,57.87,319.97,7.352,14.0,45-60,12+,q3,45-60|12+|q3
111064203000,train,57.35,88.15,5.229,8.0,45-60,8-11,q3,45-60|8-11|q3
111130318501,train,55.27,133.3,9.101,7.0,45-60,6-7,q4,45-60|6-7|q4
111242733200,train,23.87,96.17,3.466,6.0,15-30,6-7,q2,15-30|6-7|q2
111290825000,train,21.1,165.53,3.774,6.0,15-30,6-7,q2,15-30|6-7|q2
111443783800,train,13.7,193.01,5.6,6.0,0-15,6-7,q3,0-15|6-7|q3
111467658300,train,33.62,25.83,6.331,8.0,30-45,8-11,q3,30-45|8-11|q3
111557590200,train,45.35,47.33,10.515,7.0,45-60,6-7,q4,45-60|6-7|q4
111567408100,validation,57.68,148.0,3.212,8.0,45-60,8-11,q1,45-60|8-11|q1
111576018800,train,42.77,229.59,3.673,6.0,30-45,6-7,q2,30-45|6-7|q2
111592051800,validation,59.37,110.22,3.746,8.0,45-60,8-11,q2,45-60|8-11|q2
111632350000,train,42.22,290.28,5.719,8.0,30-45,8-11,q3,30-45|8-11|q3
111665982100,train,12.6,226.7,11.584,6.0,0-15,6-7,q4,0-15|6-7|q4
111714192600,train,41.46,344.94,3.053,8.0,30-45,8-11,q1,30-45|8-11|q1
111844500200,train,47.51,149.94,3.345,7.0,45-60,6-7,q2,45-60|6-7|q2
111861706900,train,42.73,54.97,4.72,7.0,30-45,6-7,q3,30-45|6-7|q3
111880914900,validation,49.25,8.17,5.196,8.0,45-60,8-11,q3,45-60|8-11|q3
111883060100,train,8.22,338.87,28.723,10.0,0-15,8-11,q4,0-15|8-11|q4
111895258301,test,50.78,317.98,4.343,8.0,45-60,8-11,q2,45-60|8-11|q2
111903228600,train,45.41,94.53,29.567,12.0,45-60,12+,q4,45-60|12+|q4
111905464200,train,49.85,3.69,6.167,7.0,45-60,6-7,q3,45-60|6-7|q3
111937451000,train,16.35,94.16,4.849,6.0,15-30,6-7,q3,15-30|6-7|q3
112047784000,train,58.96,25.09,3.309,13.0,45-60,12+,q1,45-60|12+|q1
112105227700,validation,14.83,197.01,14.381,8.0,0-15,8-11,q4,0-15|8-11|q4
112194681300,train,28.84,253.44,4.682,6.0,15-30,6-7,q2,15-30|6-7|q2
112312197000,train,47.57,50.9,18.086,11.0,45-60,8-11,q4,45-60|8-11|q4
112374788500,train,50.43,278.76,4.742,7.0,45-60,6-7,q3,45-60|6-7|q3
112413974700,test,54.82,272.75,2.539,6.0,45-60,6-7,q1,45-60|6-7|q1
112456403401,train,5.35,142.25,4.346,6.0,0-15,6-7,q2,0-15|6-7|q2
112470387400,train,49.51,171.52,13.163,10.0,45-60,8-11,q4,45-60|8-11|q4
112504634300,validation,34.6,128.95,4.355,6.0,30-45,6-7,q2,30-45|6-7|q2
112596746600,train,40.11,37.36,4.495,8.0,30-45,8-11,q2,30-45|8-11|q2
112694401000,test,52.86,18.96,5.273,7.0,45-60,6-7,q3,45-60|6-7|q3
112730320100,train,43.44,172.98,5.652,7.0,30-45,6-7,q3,30-45|6-7|q3
112752607700,test,0.41,96.18,18.612,7.0,0-15,6-7,q4,0-15|6-7|q4
112776322001,train,39.74,226.16,5.1,6.0,30-45,6-7,q3,30-45|6-7|q3
112845798100,train,54.56,331.79,3.234,9.0,45-60,8-11,q1,45-60|8-11|q1
112875370700,train,12.19,222.85,3.734,6.0,0-15,6-7,q2,0-15|6-7|q2
112902072500,train,8.87,252.33,4.366,6.0,0-15,6-7,q2,0-15|6-7|q2
112954615400,train,24.17,106.8,5.582,8.0,15-30,8-11,q3,15-30|8-11|q3
113064517900,train,39.95,225.02,4.737,6.0,30-45,6-7,q3,30-45|6-7|q3
113088038000,train,36.28,173.49,6.618,6.0,30-45,6-7,q3,30-45|6-7|q3
113108577300,validation,15.03,259.8,10.034,7.0,15-30,6-7,q4,15-30|6-7|q4
113180414200,validation,36.94,151.3,52.668,14.0,30-45,12+,q4,30-45|12+|q4
113195350200,train,42.87,34.0,3.019,8.0,30-45,8-11,q1,30-45|8-11|q1
113223440500,train,21.21,203.6,7.013,6.0,15-30,6-7,q3,15-30|6-7|q3
113260307100,test,19.78,44.16,4.001,6.0,15-30,6-7,q2,15-30|6-7|q2
113346488700,train,47.5,65.16,8.582,10.0,45-60,8-11,q4,45-60|8-11|q4
113384454600,test,38.29,15.57,6.027,8.0,30-45,8-11,q3,30-45|8-11|q3
113434887000,train,41.58,253.61,4.934,7.0,30-45,6-7,q3,30-45|6-7|q3
113436782600,validation,30.96,0.79,24.123,12.0,30-45,12+,q4,30-45|12+|q4
113510919400,train,26.8,49.06,15.431,8.0,15-30,8-11,q4,15-30|8-11|q4
113601327900,train,36.22,348.07,70.529,15.0,30-45,12+,q4,30-45|12+|q4
120095672300,train,16.29,170.4,7.888,7.0,15-30,6-7,q4,15-30|6-7|q4
120136965701,train,47.61,122.45,5.335,7.0,45-60,6-7,q3,45-60|6-7|q3
120188558100,validation,29.69,275.08,4.406,7.0,15-30,6-7,q2,15-30|6-7|q2
120277800900,test,46.69,338.89,9.043,6.0,45-60,6-7,q4,45-60|6-7|q4
120356283400,train,58.16,348.33,6.651,9.0,45-60,8-11,q3,45-60|8-11|q3
120363996400,train,32.49,203.74,27.911,13.0,30-45,12+,q4,30-45|12+|q4
120376893300,train,34.73,28.92,4.354,7.0,30-45,6-7,q2,30-45|6-7|q2
120500592800,validation,58.99,277.14,2.706,7.0,45-60,6-7,q1,45-60|6-7|q1
120501267300,train,14.75,283.43,9.6,9.0,0-15,8-11,q4,0-15|8-11|q4
120513448700,validation,51.68,146.42,12.417,10.0,45-60,8-11,q4,45-60|8-11|q4
120514963200,test,34.73,98.25,10.722,7.0,30-45,6-7,q4,30-45|6-7|q4
120520048100,train,38.58,258.09,7.475,7.0,30-45,6-7,q3,30-45|6-7|q3
120553131300,train,57.44,262.92,5.4,8.0,45-60,8-11,q3,45-60|8-11|q3
120641783300,train,32.51,73.58,28.619,11.0,30-45,8-11,q4,30-45|8-11|q4
120664103000,test,27.36,52.18,18.093,8.0,15-30,8-11,q4,15-30|8-11|q4
120665400000,validation,58.6,17.97,4.919,12.0,45-60,12+,q3,45-60|12+|q3
120693023801,train,23.53,339.16,2.91,6.0,15-30,6-7,q1,15-30|6-7|q1
120755275300,train,27.6,221.46,7.327,8.0,15-30,8-11,q3,15-30|8-11|q3
120756910300,train,41.57,148.36,2.968,7.0,30-45,6-7,q1,30-45|6-7|q1
120756954900,train,35.25,69.78,6.818,8.0,30-45,8-11,q3,30-45|8-11|q3
120797883000,train,10.47,244.84,12.37,7.0,0-15,6-7,q4,0-15|6-7|q4
120855741800,train,59.72,138.17,6.632,12.0,45-60,12+,q3,45-60|12+|q3
120903101000,train,57.69,337.84,3.622,7.0,45-60,6-7,q2,45-60|6-7|q2
120960336101,train,35.0,211.23,7.737,6.0,30-45,6-7,q4,30-45|6-7|q4
121055284700,test,33.32,66.17,6.735,7.0,30-45,6-7,q3,30-45|6-7|q3
121060859300,validation,41.98,111.66,7.118,10.0,30-45,8-11,q3,30-45|8-11|q3
121098349200,test,41.75,188.47,19.309,12.0,30-45,12+,q4,30-45|12+|q4
121102737700,train,52.53,125.53,4.511,6.0,45-60,6-7,q2,45-60|6-7|q2
121113902400,train,45.69,253.71,3.991,6.0,45-60,6-7,q2,45-60|6-7|q2
121152916000,train,53.01,313.36,14.988,11.0,45-60,8-11,q4,45-60|8-11|q4
121237561500,train,51.99,82.13,8.364,7.0,45-60,6-7,q4,45-60|6-7|q4
121245847602,validation,35.38,327.17,8.339,6.0,30-45,6-7,q4,30-45|6-7|q4
121258299901,train,44.62,131.72,23.902,14.0,30-45,12+,q4,30-45|12+|q4
121264387901,test,8.7,51.71,8.593,6.0,0-15,6-7,q4,0-15|6-7|q4
121264778700,train,33.22,258.94,11.573,8.0,30-45,8-11,q4,30-45|8-11|q4
121305235300,train,13.37,49.08,5.872,6.0,0-15,6-7,q3,0-15|6-7|q3
121353511700,test,12.34,36.73,2.889,6.0,0-15,6-7,q1,0-15|6-7|q1
121370059801,train,54.92,335.05,4.66,6.0,45-60,6-7,q2,45-60|6-7|q2
121415996000,train,34.92,349.42,5.311,6.0,30-45,6-7,q3,30-45|6-7|q3
121446409200,train,28.47,294.51,3.111,7.0,15-30,6-7,q1,15-30|6-7|q1
121467232400,train,39.82,295.66,3.013,8.0,30-45,8-11,q1,30-45|8-11|q1
121496973501,train,18.22,34.07,8.999,6.0,15-30,6-7,q4,15-30|6-7|q4
121575631100,test,43.0,256.44,4.284,8.0,30-45,8-11,q2,30-45|8-11|q2
121582526301,train,14.92,249.84,3.121,6.0,0-15,6-7,q1,0-15|6-7|q1
121698631600,train,38.57,49.39,4.524,6.0,30-45,6-7,q2,30-45|6-7|q2
121788145900,train,43.03,282.14,2.54,6.0,30-45,6-7,q1,30-45|6-7|q1
121826859600,train,51.47,330.9,2.81,6.0,45-60,6-7,q1,45-60|6-7|q1
121827182200,train,28.54,327.45,2.73,6.0,15-30,6-7,q1,15-30|6-7|q1
121856023700,train,35.53,331.15,3.825,6.0,30-45,6-7,q2,30-45|6-7|q2
121911218000,validation,26.16,179.45,8.568,6.0,15-30,6-7,q4,15-30|6-7|q4
121928047700,train,41.07,346.02,2.74,6.0,30-45,6-7,q1,30-45|6-7|q1
122071082301,train,57.67,335.13,3.744,10.0,45-60,8-11,q2,45-60|8-11|q2
122112482600,train,50.0,70.53,65.72,19.0,45-60,12+,q4,45-60|12+|q4
122147111900,train,28.37,208.39,3.879,6.0,15-30,6-7,q2,15-30|6-7|q2
122295923300,train,9.75,33.05,20.876,9.0,0-15,8-11,q4,0-15|8-11|q4
122302358900,train,57.99,263.48,7.274,8.0,45-60,8-11,q3,45-60|8-11|q3
122384737800,train,14.03,121.14,40.5,10.0,0-15,8-11,q4,0-15|8-11|q4
122485384200,train,48.96,226.34,6.125,8.0,45-60,8-11,q3,45-60|8-11|q3
122506443600,train,39.62,326.17,15.959,9.0,30-45,8-11,q4,30-45|8-11|q4
122610484200,train,39.26,10.03,5.717,7.0,30-45,6-7,q3,30-45|6-7|q3
122667692100,validation,40.76,194.24,6.257,9.0,30-45,8-11,q3,30-45|8-11|q3
122691642800,test,37.87,227.14,3.982,7.0,30-45,6-7,q2,30-45|6-7|q2
122725781900,train,47.62,131.47,8.079,9.0,45-60,8-11,q4,45-60|8-11|q4
122737664800,validation,40.47,290.12,8.633,6.0,30-45,6-7,q4,30-45|6-7|q4
122768236600,train,48.03,242.97,9.972,9.0,45-60,8-11,q4,45-60|8-11|q4
122804790300,validation,46.89,341.96,7.656,7.0,45-60,6-7,q4,45-60|6-7|q4
122871463100,train,45.77,34.05,7.769,7.0,45-60,6-7,q4,45-60|6-7|q4
122875358300,test,16.41,246.77,36.972,12.0,15-30,12+,q4,15-30|12+|q4
122963949100,train,38.46,149.82,4.585,8.0,30-45,8-11,q2,30-45|8-11|q2
122981207800,test,23.75,211.04,44.872,12.0,15-30,12+,q4,15-30|12+|q4
122984045000,validation,31.63,30.29,4.897,7.0,30-45,6-7,q3,30-45|6-7|q3
123000149000,test,47.35,346.43,9.542,8.0,45-60,8-11,q4,45-60|8-11|q4
123062275300,test,29.28,136.6,17.467,8.0,15-30,8-11,q4,15-30|8-11|q4
123110843700,train,12.63,302.12,3.994,6.0,0-15,6-7,q2,0-15|6-7|q2
123143758300,train,39.56,141.37,4.1,9.0,30-45,8-11,q2,30-45|8-11|q2
123170697200,train,26.42,92.29,5.73,7.0,15-30,6-7,q3,15-30|6-7|q3
123172127700,train,46.97,223.18,4.825,7.0,45-60,6-7,q3,45-60|6-7|q3
123175038301,train,42.29,150.71,4.472,6.0,30-45,6-7,q2,30-45|6-7|q2
123177923200,train,9.41,247.74,16.98,8.0,0-15,8-11,q4,0-15|8-11|q4
123194600701,train,42.42,314.44,25.335,13.0,30-45,12+,q4,30-45|12+|q4
123260592800,test,35.71,259.97,4.059,8.0,30-45,8-11,q2,30-45|8-11|q2
123272536400,train,57.38,160.72,7.532,13.0,45-60,12+,q3,45-60|12+|q3
123274772200,train,44.84,141.98,16.035,12.0,30-45,12+,q4,30-45|12+|q4
123297093800,train,12.97,62.54,6.533,6.0,0-15,6-7,q3,0-15|6-7|q3
123355641900,train,49.02,84.51,3.11,8.0,45-60,8-11,q1,45-60|8-11|q1
123364291900,validation,53.37,121.8,4.997,8.0,45-60,8-11,q3,45-60|8-11|q3
123395312300,train,28.27,350.79,7.506,8.0,15-30,8-11,q3,15-30|8-11|q3
123447307300,validation,58.23,296.98,5.547,7.0,45-60,6-7,q3,45-60|6-7|q3
123640304000,train,57.65,201.4,3.367,6.0,45-60,6-7,q2,45-60|6-7|q2
123644302500,train,19.93,22.81,2.745,6.0,15-30,6-7,q1,15-30|6-7|q1
123666408500,train,10.91,6.43,23.148,9.0,0-15,8-11,q4,0-15|8-11|q4
130021630600,train,59.36,73.6,4.174,6.0,45-60,6-7,q2,45-60|6-7|q2
130022505500,validation,15.8,345.64,13.734,6.0,15-30,6-7,q4,15-30|6-7|q4
130030625500,train,48.54,15.34,3.504,8.0,45-60,8-11,q2,45-60|8-11|q2
130141539400,train,41.91,233.63,4.369,6.0,30-45,6-7,q2,30-45|6-7|q2
130162882600,train,55.55,125.07,5.986,9.0,45-60,8-11,q3,45-60|8-11|q3
130206746600,train,13.96,31.92,10.238,8.0,0-15,8-11,q4,0-15|8-11|q4
130207988600,train,8.18,158.76,29.218,8.0,0-15,8-11,q4,0-15|8-11|q4
130235100700,train,10.81,134.39,3.302,6.0,0-15,6-7,q1,0-15|6-7|q1
130237366100,train,9.06,117.32,10.332,7.0,0-15,6-7,q4,0-15|6-7|q4
130245021800,test,11.68,258.99,5.737,6.0,0-15,6-7,q3,0-15|6-7|q3
130452517100,test,45.21,170.09,4.79,8.0,45-60,8-11,q3,45-60|8-11|q3
130471746700,train,48.56,258.9,6.521,7.0,45-60,6-7,q3,45-60|6-7|q3
130507395500,train,39.48,321.61,8.446,6.0,30-45,6-7,q4,30-45|6-7|q4
130525294900,validation,20.41,104.81,2.53,6.0,15-30,6-7,q1,15-30|6-7|q1
130656189300,train,42.18,35.83,2.597,6.0,30-45,6-7,q1,30-45|6-7|q1
130716218300,train,41.69,211.01,3.813,6.0,30-45,6-7,q2,30-45|6-7|q2
130731591700,train,56.07,12.2,8.212,14.0,45-60,12+,q4,45-60|12+|q4
130734487500,train,55.59,191.11,3.694,9.0,45-60,8-11,q2,45-60|8-11|q2
130774263200,train,40.31,350.47,4.038,8.0,30-45,8-11,q2,30-45|8-11|q2
130816780000,train,42.57,277.65,6.883,8.0,30-45,8-11,q3,30-45|8-11|q3
130831070600,train,42.19,201.44,16.823,10.0,30-45,8-11,q4,30-45|8-11|q4
130857161100,train,37.41,27.38,10.742,8.0,30-45,8-11,q4,30-45|8-11|q4
130897868500,test,14.75,299.28,10.726,6.0,0-15,6-7,q4,0-15|6-7|q4
130948400400,train,51.54,16.03,2.697,6.0,45-60,6-7,q1,45-60|6-7|q1
130984964401,train,26.89,253.3,2.563,6.0,15-30,6-7,q1,15-30|6-7|q1
130986088800,train,14.99,44.79,4.3,6.0,0-15,6-7,q2,0-15|6-7|q2
131030986200,train,45.75,40.16,4.445,8.0,45-60,8-11,q2,45-60|8-11|q2
131045059300,train,9.61,339.78,19.946,9.0,0-15,8-11,q4,0-15|8-11|q4
131063215500,train,48.64,299.23,2.534,7.0,45-60,6-7,q1,45-60|6-7|q1
131142650900,train,42.83,297.92,12.389,9.0,30-45,8-11,q4,30-45|8-11|q4
131176673100,train,14.85,313.88,4.944,6.0,0-15,6-7,q3,0-15|6-7|q3
131182774400,validation,5.58,237.72,6.955,7.0,0-15,6-7,q3,0-15|6-7|q3
131223204100,validation,59.77,279.67,3.906,7.0,45-60,6-7,q2,45-60|6-7|q2
131270212000,validation,37.63,178.26,15.032,9.0,30-45,8-11,q4,30-45|8-11|q4
131302445900,train,14.54,324.26,3.647,6.0,0-15,6-7,q2,0-15|6-7|q2
131313383200,train,53.29,275.85,47.109,19.0,45-60,12+,q4,45-60|12+|q4
131326154700,train,31.65,137.21,4.511,6.0,30-45,6-7,q2,30-45|6-7|q2
131345567700,train,45.04,201.36,8.875,7.0,45-60,6-7,q4,45-60|6-7|q4
131445111100,train,24.81,205.74,4.28,6.0,15-30,6-7,q2,15-30|6-7|q2
131645492701,train,42.64,330.68,5.002,8.0,30-45,8-11,q3,30-45|8-11|q3
131714181200,train,24.08,269.91,28.926,9.0,15-30,8-11,q4,15-30|8-11|q4
131720272300,train,50.21,285.2,5.869,7.0,45-60,6-7,q3,45-60|6-7|q3
131742849100,train,12.39,79.64,12.408,7.0,0-15,6-7,q4,0-15|6-7|q4
131755066801,train,31.36,27.67,26.501,8.0,30-45,8-11,q4,30-45|8-11|q4
131788327200,test,18.9,152.3,2.754,6.0,15-30,6-7,q1,15-30|6-7|q1
131790072400,train,30.4,357.01,6.414,7.0,30-45,6-7,q3,30-45|6-7|q3
131875122701,validation,53.93,151.27,3.278,8.0,45-60,8-11,q1,45-60|8-11|q1
131934044100,train,57.89,22.02,5.674,12.0,45-60,12+,q3,45-60|12+|q3
131978192900,train,46.07,289.13,8.797,6.0,45-60,6-7,q4,45-60|6-7|q4
131980542900,train,57.43,175.17,6.437,8.0,45-60,8-11,q3,45-60|8-11|q3
131986307201,train,9.13,126.54,3.339,6.0,0-15,6-7,q1,0-15|6-7|q1
131991626800,train,29.1,116.86,2.973,6.0,15-30,6-7,q1,15-30|6-7|q1
132018162200,train,15.53,229.18,9.878,8.0,15-30,8-11,q4,15-30|8-11|q4
132152954700,train,26.28,258.04,2.939,6.0,15-30,6-7,q1,15-30|6-7|q1
132155682200,train,49.64,196.27,3.974,8.0,45-60,8-11,q2,45-60|8-11|q2
132177027400,train,48.11,6.16,9.863,7.0,45-60,6-7,q4,45-60|6-7|q4
132225376900,train,42.75,67.69,2.958,6.0,30-45,6-7,q1,30-45|6-7|q1
132261505500,train,55.2,28.9,4.242,8.0,45-60,8-11,q2,45-60|8-11|q2
132333117801,validation,14.68,56.26,20.973,8.0,0-15,8-11,q4,0-15|8-11|q4
132385393000,train,26.72,79.48,10.277,7.0,15-30,6-7,q4,15-30|6-7|q4
132390961300,train,5.57,81.38,6.352,7.0,0-15,6-7,q3,0-15|6-7|q3
132392046800,train,32.93,2.04,4.12,6.0,30-45,6-7,q2,30-45|6-7|q2
132546504900,train,21.82,53.4,7.565,6.0,15-30,6-7,q3,15-30|6-7|q3
132552866500,train,26.29,70.74,2.717,6.0,15-30,6-7,q1,15-30|6-7|q1
132664574700,test,49.06,274.88,7.421,8.0,45-60,8-11,q3,45-60|8-11|q3
132742544400,test,51.97,84.59,4.413,8.0,45-60,8-11,q2,45-60|8-11|q2
132797446000,train,46.67,33.15,4.076,8.0,45-60,8-11,q2,45-60|8-11|q2
132848002200,train,51.17,122.82,10.75,7.0,45-60,6-7,q4,45-60|6-7|q4
132925163200,validation,18.86,150.13,12.972,7.0,15-30,6-7,q4,15-30|6-7|q4
132927410500,train,40.52,312.92,9.245,7.0,30-45,6-7,q4,30-45|6-7|q4
132978523200,train,45.65,90.78,2.648,6.0,45-60,6-7,q1,45-60|6-7|q1
133035602401,train,12.73,85.41,4.961,7.0,0-15,6-7,q3,0-15|6-7|q3
133052246700,validation,38.28,310.6,11.304,7.0,30-45,6-7,q4,30-45|6-7|q4
133112166000,train,51.84,213.91,12.024,12.0,45-60,12+,q4,45-60|12+|q4
133120658200,train,49.33,147.2,4.619,9.0,45-60,8-11,q2,45-60|8-11|q2
133130111600,train,51.43,293.06,3.013,9.0,45-60,8-11,q1,45-60|8-11|q1
133200477101,train,57.89,213.91,3.969,6.0,45-60,6-7,q2,45-60|6-7|q2
133216808400,validation,53.17,6.64,4.638,6.0,45-60,6-7,q2,45-60|6-7|q2
133224153900,train,49.93,35.16,22.52,13.0,45-60,12+,q4,45-60|12+|q4
133320659200,train,31.34,312.93,62.34,13.0,30-45,12+,q4,30-45|12+|q4
133323550000,train,17.1,174.87,15.995,8.0,15-30,8-11,q4,15-30|8-11|q4
133336794800,test,54.93,102.59,3.1,6.0,45-60,6-7,q1,45-60|6-7|q1
133347416700,train,15.03,154.11,20.479,8.0,15-30,8-11,q4,15-30|8-11|q4
133411612200,train,52.61,78.49,3.089,6.0,45-60,6-7,q1,45-60|6-7|q1
133458469100,train,57.26,41.65,7.175,12.0,45-60,12+,q3,45-60|12+|q3
133502108600,test,43.75,3.29,3.521,8.0,30-45,8-11,q2,30-45|8-11|q2
133503694700,train,11.41,236.73,3.272,6.0,0-15,6-7,q1,0-15|6-7|q1
133550891900,test,48.91,82.63,2.57,6.0,45-60,6-7,q1,45-60|6-7|q1
133556408900,train,21.45,110.3,8.592,7.0,15-30,6-7,q4,15-30|6-7|q4
133565657800,train,25.74,335.8,9.844,7.0,15-30,6-7,q4,15-30|6-7|q4
133632981200,validation,52.46,358.68,12.375,12.0,45-60,12+,q4,45-60|12+|q4
140058195700,train,54.74,62.57,4.446,6.0,45-60,6-7,q2,45-60|6-7|q2
140113666900,train,43.16,186.7,4.097,8.0,30-45,8-11,q2,30-45|8-11|q2
140223815900,train,43.77,52.93,4.086,8.0,30-45,8-11,q2,30-45|8-11|q2
140322001400,train,43.03,29.79,23.77,13.0,30-45,12+,q4,30-45|12+|q4
140415405000,train,6.73,132.81,5.338,6.0,0-15,6-7,q3,0-15|6-7|q3
140415557800,train,10.31,70.09,4.062,7.0,0-15,6-7,q2,0-15|6-7|q2
140522821200,test,52.0,16.28,3.938,6.0,45-60,6-7,q2,45-60|6-7|q2
140578532100,train,49.15,67.26,5.383,7.0,45-60,6-7,q3,45-60|6-7|q3
